Date,Region,Industry,Value
2006-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",81 - Other Services (except Public Administration),494.0005213
2007-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",81 - Other Services (except Public Administration),509.547892
2008-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",81 - Other Services (except Public Administration),523.9078261
2009-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",81 - Other Services (except Public Administration),521.9624982
2010-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",81 - Other Services (except Public Administration),530.7221657
2011-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",81 - Other Services (except Public Administration),558.4805701
2012-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",81 - Other Services (except Public Administration),586.7354588
2013-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",81 - Other Services (except Public Administration),610.3519753
2014-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",81 - Other Services (except Public Administration),643.2964333
2005-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",92 - Public Administration,173.1410499
2006-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",92 - Public Administration,177.6472102
2007-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",92 - Public Administration,187.6782443
2008-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",92 - Public Administration,196.7244586
2009-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",92 - Public Administration,199.2507332
2010-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",92 - Public Administration,205.1634391
2011-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",92 - Public Administration,221.2004265
2012-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",92 - Public Administration,237.1590641
2013-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",92 - Public Administration,250.4917463
2014-01-01,"New York-Newark-Jersey City, NY-NJ Metro Area",92 - Public Administration,267.8773061
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",565.7534496
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",569.0259333
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",573.3464808
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",580.32829
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",585.9052244
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",581.1156631
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",572.8226277
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",572.0071594
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",574.6874114
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",575.4471497
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",22 - Utilities,0.3
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",22 - Utilities,0.3
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",22 - Utilities,0.2
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",22 - Utilities,0.4
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",22 - Utilities,0.2
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",22 - Utilities,0.2
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",22 - Utilities,0.2
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",22 - Utilities,0.2
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",22 - Utilities,0.2
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",22 - Utilities,0.2
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",23 - Construction,188.9761834
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",23 - Construction,197.4340558
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",23 - Construction,201.3133062
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",23 - Construction,206.4213619
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",23 - Construction,192.5820911
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",23 - Construction,183.257673
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",23 - Construction,189.335151
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",23 - Construction,196.5405495
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",23 - Construction,200.6210802
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",23 - Construction,210.2712158
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",31-33 - Manufacturing,79.38914807
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",31-33 - Manufacturing,89.32974863
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",31-33 - Manufacturing,88.73647566
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",31-33 - Manufacturing,79.00704253
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",31-33 - Manufacturing,63.36880582
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",31-33 - Manufacturing,48.08223002
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",31-33 - Manufacturing,45.4531981
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",31-33 - Manufacturing,45.2870362
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",31-33 - Manufacturing,48.32919311
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",31-33 - Manufacturing,53.87117617
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",42 - Wholesale Trade,12.63750246
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",42 - Wholesale Trade,12.73541886
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",42 - Wholesale Trade,13.03677889
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",42 - Wholesale Trade,12.52790673
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",42 - Wholesale Trade,11.7325659
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",42 - Wholesale Trade,11.44575419
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",42 - Wholesale Trade,12.16785424
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",42 - Wholesale Trade,12.27825796
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",42 - Wholesale Trade,12.48603387
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",42 - Wholesale Trade,12.88957042
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",44-45 - Retail Trade,43.09132267
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",44-45 - Retail Trade,45.49563465
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",44-45 - Retail Trade,46.42883877
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",44-45 - Retail Trade,47.15361721
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",44-45 - Retail Trade,42.28894506
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",44-45 - Retail Trade,38.41410522
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",44-45 - Retail Trade,38.54460102
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",44-45 - Retail Trade,38.45153026
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",44-45 - Retail Trade,39.15684586
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",44-45 - Retail Trade,40.75477446
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",48-49 - Transportation and Warehousing,117.6359489
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",48-49 - Transportation and Warehousing,122.1565642
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",48-49 - Transportation and Warehousing,122.6396534
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",48-49 - Transportation and Warehousing,124.6397187
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",48-49 - Transportation and Warehousing,117.8940287
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",48-49 - Transportation and Warehousing,114.9631895
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",48-49 - Transportation and Warehousing,120.7075071
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",48-49 - Transportation and Warehousing,126.5934279
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",48-49 - Transportation and Warehousing,130.1976828
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",48-49 - Transportation and Warehousing,137.2001907
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",51 - Information,28.21690141
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",51 - Information,29.79273952
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",51 - Information,32.27634778
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",51 - Information,34.66980388
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",51 - Information,32.45026437
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",51 - Information,29.93660371
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",51 - Information,30.12948691
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",51 - Information,31.52514911
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",51 - Information,31.29971445
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",51 - Information,32.3544552
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",52 - Finance and Insurance,23.9216374
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",52 - Finance and Insurance,25.40214547
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",52 - Finance and Insurance,26.24175238
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",52 - Finance and Insurance,26.57667641
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",52 - Finance and Insurance,25.82505202
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",52 - Finance and Insurance,23.90237794
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",52 - Finance and Insurance,23.79394857
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",52 - Finance and Insurance,23.89072884
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",52 - Finance and Insurance,23.18434928
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",52 - Finance and Insurance,23.6779124
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",53 - Real Estate and Rental and Leasing,38.81641857
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",53 - Real Estate and Rental and Leasing,41.20912411
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",53 - Real Estate and Rental and Leasing,41.69400283
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",53 - Real Estate and Rental and Leasing,39.36986717
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",53 - Real Estate and Rental and Leasing,37.85367096
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",53 - Real Estate and Rental and Leasing,36.2431164
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",53 - Real Estate and Rental and Leasing,36.63341553
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",53 - Real Estate and Rental and Leasing,36.61900837
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",53 - Real Estate and Rental and Leasing,38.2068024
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",53 - Real Estate and Rental and Leasing,39.09791038
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","54 - Professional, Scientific, and Technical Services",25.39027978
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","54 - Professional, Scientific, and Technical Services",27.88117383
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","54 - Professional, Scientific, and Technical Services",29.06535388
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","54 - Professional, Scientific, and Technical Services",30.94242104
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","54 - Professional, Scientific, and Technical Services",29.92736971
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","54 - Professional, Scientific, and Technical Services",28.22262295
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","54 - Professional, Scientific, and Technical Services",29.23054518
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","54 - Professional, Scientific, and Technical Services",29.64242144
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","54 - Professional, Scientific, and Technical Services",30.15248039
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","54 - Professional, Scientific, and Technical Services",31.36634027
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",55 - Management of Companies and Enterprises,58.83847716
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",55 - Management of Companies and Enterprises,62.87895156
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",55 - Management of Companies and Enterprises,64.23963187
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",55 - Management of Companies and Enterprises,66.80262047
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",55 - Management of Companies and Enterprises,63.70264805
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",55 - Management of Companies and Enterprises,59.27883364
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",55 - Management of Companies and Enterprises,60.57416255
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",55 - Management of Companies and Enterprises,63.3804095
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",55 - Management of Companies and Enterprises,64.38085837
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",55 - Management of Companies and Enterprises,65.59538248
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,13.98455802
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,14.20067525
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,14.41349643
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,15.22746802
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,15.94414522
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,15.44677234
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,14.95034393
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,15.15966955
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,15.96830756
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,16.56463901
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",61 - Educational Services,80.97433839
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",61 - Educational Services,88.43989054
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",61 - Educational Services,100.7673787
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",61 - Educational Services,96.81347353
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",61 - Educational Services,87.84024899
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",61 - Educational Services,87.66849079
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",61 - Educational Services,83.00709996
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",61 - Educational Services,87.37692669
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",61 - Educational Services,90.44146895
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",61 - Educational Services,98.48174433
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",62 - Health Care and Social Assistance,100.0671122
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",62 - Health Care and Social Assistance,105.279781
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",62 - Health Care and Social Assistance,110.0036908
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",62 - Health Care and Social Assistance,116.0504831
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",62 - Health Care and Social Assistance,116.5837174
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",62 - Health Care and Social Assistance,120.657088
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",62 - Health Care and Social Assistance,121.8099876
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",62 - Health Care and Social Assistance,125.050108
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",62 - Health Care and Social Assistance,129.554375
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",62 - Health Care and Social Assistance,131.9843723
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","71 - Arts, Entertainment, and Recreation",31.63282164
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","71 - Arts, Entertainment, and Recreation",33.61363491
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","71 - Arts, Entertainment, and Recreation",35.61047739
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","71 - Arts, Entertainment, and Recreation",38.63573864
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","71 - Arts, Entertainment, and Recreation",38.75748338
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","71 - Arts, Entertainment, and Recreation",40.49702762
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","71 - Arts, Entertainment, and Recreation",42.12755634
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","71 - Arts, Entertainment, and Recreation",43.84155007
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","71 - Arts, Entertainment, and Recreation",45.73620854
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area","71 - Arts, Entertainment, and Recreation",47.71190286
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",72 - Accommodation and Food Services,58.30565195
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",72 - Accommodation and Food Services,57.50541594
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",72 - Accommodation and Food Services,59.63489355
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",72 - Accommodation and Food Services,62.76129842
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",72 - Accommodation and Food Services,63.6489602
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",72 - Accommodation and Food Services,62.15606978
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",72 - Accommodation and Food Services,66.16499809
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",72 - Accommodation and Food Services,69.4653613
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",72 - Accommodation and Food Services,70.51681085
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",72 - Accommodation and Food Services,74.40324988
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",81 - Other Services (except Public Administration),124.7164151
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",81 - Other Services (except Public Administration),128.4094262
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",81 - Other Services (except Public Administration),131.5284927
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",81 - Other Services (except Public Administration),137.8213596
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",81 - Other Services (except Public Administration),129.5514119
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",81 - Other Services (except Public Administration),127.0728273
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",81 - Other Services (except Public Administration),134.4808845
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",81 - Other Services (except Public Administration),137.8916335
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",81 - Other Services (except Public Administration),143.4658191
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",81 - Other Services (except Public Administration),150.1692772
2005-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",92 - Public Administration,41.91615953
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",92 - Public Administration,44.54265181
2007-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",92 - Public Administration,49.20170232
2008-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",92 - Public Administration,45.45444432
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",92 - Public Administration,40.38868588
2010-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",92 - Public Administration,38.61327427
2011-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",92 - Public Administration,38.8085912
2012-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",92 - Public Administration,35.73812443
2013-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",92 - Public Administration,37.48432116
2014-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",92 - Public Administration,40.0255025
2005-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",11.86670948
2006-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",11.4888761
2007-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",11.41398739
2008-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",11.52807175
2009-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",12.03634207
2010-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",12.03958794
2011-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",11.84407866
2012-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",12.1483624
2013-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",12.4475279
2014-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",12.43746977
2005-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",22 - Utilities,2.2
2006-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",22 - Utilities,2.5
2007-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",22 - Utilities,2.9
2008-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",22 - Utilities,3.5
2009-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",22 - Utilities,3.3
2010-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",22 - Utilities,3.0
2011-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",22 - Utilities,3.2
2012-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",22 - Utilities,3.4
2013-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",22 - Utilities,3.6
2014-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",22 - Utilities,3.4
2005-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",23 - Construction,7.812903007
2006-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",23 - Construction,8.32297995
2007-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",23 - Construction,8.728457727
2008-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",23 - Construction,9.032386222
2009-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",23 - Construction,8.731122708
2010-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",23 - Construction,8.42708762
2011-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",23 - Construction,8.219149749
2012-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",23 - Construction,8.212535196
2013-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",23 - Construction,8.108449536
2014-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",23 - Construction,7.90787682
2005-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",31-33 - Manufacturing,151.7459526
2006-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",31-33 - Manufacturing,175.954606
2007-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",31-33 - Manufacturing,173.6529247
2008-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",31-33 - Manufacturing,155.4556821
2009-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",31-33 - Manufacturing,112.9269455
2010-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",31-33 - Manufacturing,82.76124616
2011-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",31-33 - Manufacturing,80.67394658
2012-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",31-33 - Manufacturing,83.94766278
2013-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",31-33 - Manufacturing,89.11689813
2014-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",31-33 - Manufacturing,94.77350341
2005-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",42 - Wholesale Trade,134.5110186
2006-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",42 - Wholesale Trade,140.0285335
2007-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",42 - Wholesale Trade,139.175759
2008-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",42 - Wholesale Trade,135.0884311
2009-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",42 - Wholesale Trade,122.695564
2010-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",42 - Wholesale Trade,111.2718496
2011-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",42 - Wholesale Trade,112.2684012
2012-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",42 - Wholesale Trade,116.2096241
2013-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",42 - Wholesale Trade,118.141842
2014-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",42 - Wholesale Trade,119.0490192
2005-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",44-45 - Retail Trade,80.09431636
2006-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",44-45 - Retail Trade,83.91935426
2007-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",44-45 - Retail Trade,87.35146849
2008-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",44-45 - Retail Trade,88.56621961
2009-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",44-45 - Retail Trade,85.46124294
2010-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",44-45 - Retail Trade,78.93978223
2011-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",44-45 - Retail Trade,77.62315836
