Date,Region,Industry,Value
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",22 - Utilities,1.8
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",22 - Utilities,2.1
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",22 - Utilities,2.0
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",22 - Utilities,1.6
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",22 - Utilities,1.2
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",22 - Utilities,1.3
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",22 - Utilities,1.2
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",22 - Utilities,1.0
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",22 - Utilities,1.0
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",22 - Utilities,1.3
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",23 - Construction,10.47869901
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",23 - Construction,10.7508482
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",23 - Construction,10.92700802
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",23 - Construction,11.51569945
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",23 - Construction,11.32967867
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",23 - Construction,11.6594412
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",23 - Construction,10.39353322
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",23 - Construction,10.3070273
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",23 - Construction,10.19455579
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",23 - Construction,10.0707622
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",31-33 - Manufacturing,129.6888698
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",31-33 - Manufacturing,135.0252552
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",31-33 - Manufacturing,140.8813943
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",31-33 - Manufacturing,136.6046831
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",31-33 - Manufacturing,114.1091294
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",31-33 - Manufacturing,94.38935188
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",31-33 - Manufacturing,87.46462032
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",31-33 - Manufacturing,88.72521259
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",31-33 - Manufacturing,88.79090111
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",31-33 - Manufacturing,97.32410599
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",42 - Wholesale Trade,81.33789781
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",42 - Wholesale Trade,82.57508484
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",42 - Wholesale Trade,81.49284632
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",42 - Wholesale Trade,80.01946872
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",42 - Wholesale Trade,73.85719583
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",42 - Wholesale Trade,68.71229151
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",42 - Wholesale Trade,68.99071463
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",42 - Wholesale Trade,69.48381594
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",42 - Wholesale Trade,69.6816502
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",42 - Wholesale Trade,69.66064911
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",44-45 - Retail Trade,150.1562782
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",44-45 - Retail Trade,151.0920199
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",44-45 - Retail Trade,155.7814989
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",44-45 - Retail Trade,156.062604
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",44-45 - Retail Trade,148.6332189
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",44-45 - Retail Trade,139.317849
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",44-45 - Retail Trade,138.7524793
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",44-45 - Retail Trade,140.7846256
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",44-45 - Retail Trade,141.4619594
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",44-45 - Retail Trade,144.7238626
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",48-49 - Transportation and Warehousing,255.8942194
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",48-49 - Transportation and Warehousing,270.6539418
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",48-49 - Transportation and Warehousing,283.2035022
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",48-49 - Transportation and Warehousing,279.8132577
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",48-49 - Transportation and Warehousing,258.9274283
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",48-49 - Transportation and Warehousing,249.0788449
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",48-49 - Transportation and Warehousing,250.8373331
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",48-49 - Transportation and Warehousing,258.4110563
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",48-49 - Transportation and Warehousing,261.4011847
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",48-49 - Transportation and Warehousing,270.5106215
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",51 - Information,99.97066668
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",51 - Information,103.7894698
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",51 - Information,107.8179002
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",51 - Information,109.3722554
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",51 - Information,105.8973021
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",51 - Information,100.9680285
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",51 - Information,102.7249312
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",51 - Information,105.2118212
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",51 - Information,106.5795759
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",51 - Information,105.8215528
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",52 - Finance and Insurance,83.34010253
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",52 - Finance and Insurance,82.69894227
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",52 - Finance and Insurance,83.82236558
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",52 - Finance and Insurance,80.95373796
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",52 - Finance and Insurance,81.4116356
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",52 - Finance and Insurance,76.74055135
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",52 - Finance and Insurance,79.53569527
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",52 - Finance and Insurance,80.27205749
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",52 - Finance and Insurance,82.995394
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",52 - Finance and Insurance,88.26892572
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",53 - Real Estate and Rental and Leasing,119.5518133
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",53 - Real Estate and Rental and Leasing,120.4902118
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",53 - Real Estate and Rental and Leasing,123.8214018
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",53 - Real Estate and Rental and Leasing,119.5869476
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",53 - Real Estate and Rental and Leasing,114.2517029
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",53 - Real Estate and Rental and Leasing,109.1442934
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",53 - Real Estate and Rental and Leasing,110.415144
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",53 - Real Estate and Rental and Leasing,112.5318435
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",53 - Real Estate and Rental and Leasing,113.0673346
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",53 - Real Estate and Rental and Leasing,114.9164069
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","54 - Professional, Scientific, and Technical Services",43.78967517
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","54 - Professional, Scientific, and Technical Services",46.07159206
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","54 - Professional, Scientific, and Technical Services",46.81272253
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","54 - Professional, Scientific, and Technical Services",45.92601962
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","54 - Professional, Scientific, and Technical Services",43.29134739
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","54 - Professional, Scientific, and Technical Services",40.33521394
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","54 - Professional, Scientific, and Technical Services",40.1058441
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","54 - Professional, Scientific, and Technical Services",41.20057898
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","54 - Professional, Scientific, and Technical Services",41.5880057
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","54 - Professional, Scientific, and Technical Services",42.48014781
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",55 - Management of Companies and Enterprises,151.8770844
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",55 - Management of Companies and Enterprises,161.5506592
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",55 - Management of Companies and Enterprises,170.423331
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",55 - Management of Companies and Enterprises,177.8767305
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",55 - Management of Companies and Enterprises,177.2847891
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",55 - Management of Companies and Enterprises,167.147886
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",55 - Management of Companies and Enterprises,174.2328967
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",55 - Management of Companies and Enterprises,180.7638471
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",55 - Management of Companies and Enterprises,186.3961559
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",55 - Management of Companies and Enterprises,193.3314639
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,56.17154022
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,54.46306675
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,53.63851793
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,57.03717051
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,55.78202513
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,55.543525
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,57.00071776
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,60.09536373
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,62.77691651
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",56 - Administrative and Support and Waste Management and Remediation Services,68.89357878
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",61 - Educational Services,193.0748863
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",61 - Educational Services,199.3124998
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",61 - Educational Services,198.8080524
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",61 - Educational Services,196.7762871
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",61 - Educational Services,169.1886275
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",61 - Educational Services,170.83783
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",61 - Educational Services,179.196381
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",61 - Educational Services,183.6348059
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",61 - Educational Services,195.1360824
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",61 - Educational Services,205.9136097
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",62 - Health Care and Social Assistance,37.04811939
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",62 - Health Care and Social Assistance,39.20456537
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",62 - Health Care and Social Assistance,40.97946879
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",62 - Health Care and Social Assistance,42.95925437
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",62 - Health Care and Social Assistance,45.31284698
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",62 - Health Care and Social Assistance,46.64172202
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",62 - Health Care and Social Assistance,49.15540751
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",62 - Health Care and Social Assistance,50.84579742
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",62 - Health Care and Social Assistance,51.40773736
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",62 - Health Care and Social Assistance,53.28983121
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","71 - Arts, Entertainment, and Recreation",184.5612795
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","71 - Arts, Entertainment, and Recreation",193.5454125
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","71 - Arts, Entertainment, and Recreation",199.7610461
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","71 - Arts, Entertainment, and Recreation",206.0308406
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","71 - Arts, Entertainment, and Recreation",211.5522274
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","71 - Arts, Entertainment, and Recreation",212.7226595
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","71 - Arts, Entertainment, and Recreation",217.3124332
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","71 - Arts, Entertainment, and Recreation",230.1666254
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","71 - Arts, Entertainment, and Recreation",241.5334232
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area","71 - Arts, Entertainment, and Recreation",250.4272138
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",72 - Accommodation and Food Services,24.34582095
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",72 - Accommodation and Food Services,26.48618474
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",72 - Accommodation and Food Services,27.14787031
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",72 - Accommodation and Food Services,28.04175939
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",72 - Accommodation and Food Services,27.22035905
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",72 - Accommodation and Food Services,25.76794196
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",72 - Accommodation and Food Services,26.27325149
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",72 - Accommodation and Food Services,27.38224569
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",72 - Accommodation and Food Services,28.41296007
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",72 - Accommodation and Food Services,28.8809012
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",81 - Other Services (except Public Administration),192.092782
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",81 - Other Services (except Public Administration),198.2106868
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",81 - Other Services (except Public Administration),207.6714094
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",81 - Other Services (except Public Administration),210.4051614
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",81 - Other Services (except Public Administration),200.731422
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",81 - Other Services (except Public Administration),193.8135414
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",81 - Other Services (except Public Administration),195.3044967
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",81 - Other Services (except Public Administration),204.6388023
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",81 - Other Services (except Public Administration),213.6468847
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",81 - Other Services (except Public Administration),224.2051188
2005-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",92 - Public Administration,33.50362918
2006-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",92 - Public Administration,34.89339748
2007-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",92 - Public Administration,37.47364046
2008-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",92 - Public Administration,39.7583218
2009-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",92 - Public Administration,41.26484133
2010-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",92 - Public Administration,40.97348647
2011-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",92 - Public Administration,43.57639461
2012-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",92 - Public Administration,47.65310621
2013-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",92 - Public Administration,49.70931192
2014-01-01,"Atlanta-Sandy Springs-Roswell, GA Metro Area",92 - Public Administration,51.35491318
2005-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",311.5018554
2006-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",320.4118051
2007-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",330.7174477
2008-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",339.2490563
2009-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",346.8234704
2010-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",337.1728332
2011-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",325.1226593
2012-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",322.4859935
2013-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",320.7295236
2014-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area","21 - Mining, Quarrying, and Oil and Gas Extraction",317.5280146
2005-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",22 - Utilities,1.3
2006-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",22 - Utilities,1.2
2007-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",22 - Utilities,1.1
2008-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",22 - Utilities,0.9
2009-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",22 - Utilities,0.9
2010-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",22 - Utilities,0.7
2011-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",22 - Utilities,0.5
2012-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",22 - Utilities,0.5
2013-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",22 - Utilities,0.5
2014-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",22 - Utilities,0.6
2005-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",23 - Construction,62.9
2006-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",23 - Construction,60.7
2007-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",23 - Construction,62.5
2008-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",23 - Construction,62.4
2009-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",23 - Construction,60.9
2010-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",23 - Construction,60.7
2011-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",23 - Construction,60.2
2012-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",23 - Construction,61.0
2013-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",23 - Construction,60.9
2014-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",23 - Construction,61.7
2005-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",31-33 - Manufacturing,22.9
2006-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",31-33 - Manufacturing,23.6
2007-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",31-33 - Manufacturing,22.5
2008-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",31-33 - Manufacturing,21.2
2009-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",31-33 - Manufacturing,18.7
2010-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",31-33 - Manufacturing,16.5
2011-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",31-33 - Manufacturing,16.3
2012-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",31-33 - Manufacturing,17.3
2013-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",31-33 - Manufacturing,17.7
2014-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",31-33 - Manufacturing,19.5
2005-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",42 - Wholesale Trade,98.38519176
2006-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",42 - Wholesale Trade,95.20842157
2007-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",42 - Wholesale Trade,93.54165149
2008-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",42 - Wholesale Trade,90.91894749
2009-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",42 - Wholesale Trade,84.83932056
2010-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",42 - Wholesale Trade,79.88613734
2011-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",42 - Wholesale Trade,80.42929762
2012-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",42 - Wholesale Trade,79.4533445
2013-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",42 - Wholesale Trade,79.53367582
2014-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",42 - Wholesale Trade,78.57818027
2005-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",44-45 - Retail Trade,88.5
2006-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",44-45 - Retail Trade,87.1
2007-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",44-45 - Retail Trade,86.6
2008-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",44-45 - Retail Trade,85.6
2009-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",44-45 - Retail Trade,81.2
2010-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",44-45 - Retail Trade,77.4
2011-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",44-45 - Retail Trade,78.0
2012-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",44-45 - Retail Trade,79.0
2013-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",44-45 - Retail Trade,79.4
2014-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",44-45 - Retail Trade,80.3
2005-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",48-49 - Transportation and Warehousing,246.7
2006-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",48-49 - Transportation and Warehousing,247.6
2007-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",48-49 - Transportation and Warehousing,245.1
2008-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",48-49 - Transportation and Warehousing,248.1
2009-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",48-49 - Transportation and Warehousing,239.1
2010-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",48-49 - Transportation and Warehousing,239.0
2011-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",48-49 - Transportation and Warehousing,242.0
2012-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",48-49 - Transportation and Warehousing,244.1
2013-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",48-49 - Transportation and Warehousing,245.3
2014-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",48-49 - Transportation and Warehousing,247.2
2005-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",51 - Information,56.3
2006-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",51 - Information,54.1
2007-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",51 - Information,55.7
2008-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",51 - Information,55.8
2009-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",51 - Information,53.7
2010-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",51 - Information,53.5
2011-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",51 - Information,53.0
2012-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",51 - Information,54.1
2013-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",51 - Information,54.4
2014-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",51 - Information,55.3
2005-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",52 - Finance and Insurance,37.2
2006-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",52 - Finance and Insurance,37.4
2007-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",52 - Finance and Insurance,37.2
2008-01-01,"Boston-Cambridge-Newton, MA-NH Metro Area",52 - Finance and Insurance,37.8
