hpi_type,hpi_flavor,frequency,level,metro,place_id,yr,period,index_nsa,hpi,date,hpi_growth,hpi_growth_pct
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2005,1,137.43,NA,2005-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2005,2,142.33,NA,2005-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2005,3,142.9,NA,2005-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2005,4,145.24,NA,2005-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2006,1,150.91,NA,2006-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2006,2,151.58,NA,2006-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2006,3,155.58,NA,2006-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2006,4,157.78,NA,2006-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2007,1,162.44,NA,2007-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2007,2,164.07,NA,2007-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2007,3,163.16,NA,2007-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2007,4,163.6,NA,2007-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2008,1,165.63,NA,2008-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2008,2,165,NA,2008-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2008,3,166.18,NA,2008-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2008,4,169.48,NA,2008-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2009,1,170.53,NA,2009-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2009,2,169.91,NA,2009-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2009,3,170.32,NA,2009-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2009,4,170.16,NA,2009-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2010,1,170.9,NA,2010-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2010,2,169.25,NA,2010-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2010,3,171.24,NA,2010-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2010,4,170.19,NA,2010-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2011,1,168.62,NA,2011-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2011,2,167.6,NA,2011-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2011,3,169.47,NA,2011-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2011,4,167.86,NA,2011-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2012,1,168.72,NA,2012-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2012,2,170.49,NA,2012-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2012,3,174.26,NA,2012-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2012,4,171.04,NA,2012-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2013,1,173.42,NA,2013-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2013,2,174.15,NA,2013-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2013,3,178.81,NA,2013-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2013,4,182.61,NA,2013-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2014,1,183.14,NA,2014-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2014,2,186.02,NA,2014-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2014,3,188.59,NA,2014-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Abilene, TX",10180,2014,4,189.82,NA,2014-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2005,1,148.91,NA,2005-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2005,2,150.06,NA,2005-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2005,3,151.61,NA,2005-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2005,4,152.01,NA,2005-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2006,1,152.64,NA,2006-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2006,2,149.96,NA,2006-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2006,3,149.07,NA,2006-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2006,4,150.91,NA,2006-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2007,1,150.17,NA,2007-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2007,2,148.39,NA,2007-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2007,3,146.82,NA,2007-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2007,4,146.4,NA,2007-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2008,1,147.13,NA,2008-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2008,2,145.34,NA,2008-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2008,3,140.9,NA,2008-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2008,4,140.66,NA,2008-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2009,1,143.95,NA,2009-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2009,2,140.17,NA,2009-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2009,3,137.47,NA,2009-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2009,4,137.53,NA,2009-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2010,1,135.13,NA,2010-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2010,2,135.02,NA,2010-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2010,3,136.45,NA,2010-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2010,4,135.86,NA,2010-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2011,1,132.35,NA,2011-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2011,2,128.79,NA,2011-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2011,3,130.19,NA,2011-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2011,4,129.69,NA,2011-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2012,1,126.59,NA,2012-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2012,2,126.18,NA,2012-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2012,3,127.21,NA,2012-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2012,4,127.99,NA,2012-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2013,1,127.8,NA,2013-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2013,2,128.36,NA,2013-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2013,3,128.73,NA,2013-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2013,4,129.56,NA,2013-04-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2014,1,127.98,NA,2014-01-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2014,2,131.53,NA,2014-02-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2014,3,134.23,NA,2014-03-01,NA,NA
traditional,all-transactions,quarterly,MSA,"Akron, OH",10420,2014,4,133.63,NA,2014-04-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2005,1,255.22,NA,2005-01-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2005,1,166.45,165.93,2005-01-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2005,1,170.98,171.21,2005-01-01,0.031820647260893155,3.1820647260893153
non-metro,all-transactions,quarterly,State,Alabama,AL,2005,1,151.61,NA,2005-01-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2005,2,261.32,NA,2005-02-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2005,2,168.63,167.9,2005-02-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2005,2,175.09,173.89,2005-02-01,0.03567599761762943,3.567599761762943
non-metro,all-transactions,quarterly,State,Alabama,AL,2005,2,154.93,NA,2005-02-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2005,3,266.85,NA,2005-03-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2005,3,171.76,170.77,2005-03-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2005,3,179.16,177.63,2005-03-01,0.04017099022076468,4.017099022076468
non-metro,all-transactions,quarterly,State,Alabama,AL,2005,3,157.92,NA,2005-03-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2005,4,272.2,NA,2005-04-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2005,4,174.93,174.57,2005-04-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2005,4,182.53,182.51,2005-04-01,0.04548318726012487,4.548318726012487
non-metro,all-transactions,quarterly,State,Alabama,AL,2005,4,162.56,NA,2005-04-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2006,1,277.86,NA,2006-01-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2006,1,178.62,178.41,2006-01-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2006,1,186.8,187.17,2006-01-01,0.04910038674962161,4.910038674962161
non-metro,all-transactions,quarterly,State,Alabama,AL,2006,1,164.6,NA,2006-01-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2006,2,282.36,NA,2006-02-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2006,2,180.71,179.86,2006-02-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2006,2,191.95,190.47,2006-02-01,0.05899032580896244,5.899032580896244
non-metro,all-transactions,quarterly,State,Alabama,AL,2006,2,167.62,NA,2006-02-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2006,3,286.82,NA,2006-03-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2006,3,181.97,180.77,2006-03-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2006,3,194.96,193.19,2006-03-01,0.0687060906123803,6.87060906123803
non-metro,all-transactions,quarterly,State,Alabama,AL,2006,3,170.21,NA,2006-03-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2006,4,292.38,NA,2006-04-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2006,4,182.99,182.38,2006-04-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2006,4,195.7,195.78,2006-04-01,0.07347296852725083,7.347296852725083
non-metro,all-transactions,quarterly,State,Alabama,AL,2006,4,173.93,NA,2006-04-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2007,1,294.22,NA,2007-01-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2007,1,182.56,182.85,2007-01-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2007,1,197.74,198.32,2007-01-01,0.08460486737763194,8.460486737763194
non-metro,all-transactions,quarterly,State,Alabama,AL,2007,1,176.19,NA,2007-01-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2007,2,298.29,NA,2007-02-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2007,2,184.02,183.01,2007-02-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2007,2,202.07,200.38,2007-02-01,0.09491284629255235,9.491284629255235
non-metro,all-transactions,quarterly,State,Alabama,AL,2007,2,179.05,NA,2007-02-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2007,3,299.04,NA,2007-03-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2007,3,184.27,182.98,2007-03-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2007,3,202.01,199.97,2007-03-01,0.0928516777789923,9.285167777899229
non-metro,all-transactions,quarterly,State,Alabama,AL,2007,3,181.61,NA,2007-03-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2007,4,301.23,NA,2007-04-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2007,4,181.44,180.58,2007-04-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2007,4,200.03,200.24,2007-04-01,0.10887141433159815,10.887141433159815
non-metro,all-transactions,quarterly,State,Alabama,AL,2007,4,183.38,NA,2007-04-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2008,1,303.19,NA,2008-01-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2008,1,178,178.72,2008-01-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2008,1,197.62,198.42,2008-01-01,0.1102282900626678,11.022829006266779
non-metro,all-transactions,quarterly,State,Alabama,AL,2008,1,183.68,NA,2008-01-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2008,2,302.06,NA,2008-02-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2008,2,178.73,177.62,2008-02-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2008,2,198.24,196.53,2008-02-01,0.10646323612205831,10.646323612205832
non-metro,all-transactions,quarterly,State,Alabama,AL,2008,2,185.09,NA,2008-02-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2008,3,299.78,NA,2008-03-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2008,3,176.59,175.29,2008-03-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2008,3,195.89,193.6,2008-03-01,0.104455473786297,10.445547378629701
non-metro,all-transactions,quarterly,State,Alabama,AL,2008,3,184.62,NA,2008-03-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2008,4,301.31,NA,2008-04-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2008,4,172.27,171.32,2008-04-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2008,4,190.66,190.96,2008-04-01,0.11463927153864123,11.463927153864123
non-metro,all-transactions,quarterly,State,Alabama,AL,2008,4,183.84,NA,2008-04-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2009,1,303.42,NA,2009-01-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2009,1,166.67,167.57,2009-01-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2009,1,190.37,191.39,2009-01-01,0.14214954944202418,14.214954944202418
non-metro,all-transactions,quarterly,State,Alabama,AL,2009,1,185.86,NA,2009-01-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2009,2,300.21,NA,2009-02-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2009,2,167.24,166.12,2009-02-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2009,2,192.4,190.73,2009-02-01,0.1481459186130507,14.814591861305072
non-metro,all-transactions,quarterly,State,Alabama,AL,2009,2,185.58,NA,2009-02-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2009,3,293.14,NA,2009-03-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2009,3,167,165.8,2009-03-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2009,3,188,185.46,2009-03-01,0.1185765983112183,11.85765983112183
non-metro,all-transactions,quarterly,State,Alabama,AL,2009,3,181.71,NA,2009-03-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2009,4,292.19,NA,2009-04-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2009,4,165.85,164.88,2009-04-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2009,4,191.37,191.82,2009-04-01,0.16339155749636097,16.3391557496361
non-metro,all-transactions,quarterly,State,Alabama,AL,2009,4,179.14,NA,2009-04-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2010,1,287.93,NA,2010-01-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2010,1,159.71,160.57,2010-01-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2010,1,183.01,184.19,2010-01-01,0.1471009528554525,14.710095285545249
non-metro,all-transactions,quarterly,State,Alabama,AL,2010,1,177.75,NA,2010-01-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2010,2,283.64,NA,2010-02-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2010,2,160.12,159.1,2010-02-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2010,2,182.44,180.82,2010-02-01,0.1365179132620993,13.651791326209931
non-metro,all-transactions,quarterly,State,Alabama,AL,2010,2,176.02,NA,2010-02-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2010,3,287.47,NA,2010-03-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2010,3,155.23,154.13,2010-03-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2010,3,181.7,179.02,2010-03-01,0.16148705638097718,16.14870563809772
non-metro,all-transactions,quarterly,State,Alabama,AL,2010,3,177.25,NA,2010-03-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2010,4,285.18,NA,2010-04-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2010,4,153.2,152.37,2010-04-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2010,4,174.41,174.96,2010-04-01,0.14825753101004135,14.825753101004135
non-metro,all-transactions,quarterly,State,Alabama,AL,2010,4,177.05,NA,2010-04-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2011,1,277.58,NA,2011-01-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2011,1,150.32,150.92,2011-01-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2011,1,170.24,171.41,2011-01-01,0.1357672939305593,13.576729393055931
non-metro,all-transactions,quarterly,State,Alabama,AL,2011,1,172.38,NA,2011-01-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2011,2,273.82,NA,2011-02-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2011,2,150.33,149.45,2011-02-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2011,2,171.55,169.99,2011-02-01,0.13743726998996333,13.743726998996333
non-metro,all-transactions,quarterly,State,Alabama,AL,2011,2,173.33,NA,2011-02-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2011,3,275.92,NA,2011-03-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2011,3,149.11,148.11,2011-03-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2011,3,173.65,170.98,2011-03-01,0.15441226115724782,15.441226115724781
non-metro,all-transactions,quarterly,State,Alabama,AL,2011,3,172.09,NA,2011-03-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2011,4,278.18,NA,2011-04-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2011,4,145.84,145.17,2011-04-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2011,4,170.27,170.9,2011-04-01,0.1772404766825103,17.724047668251032
non-metro,all-transactions,quarterly,State,Alabama,AL,2011,4,174.21,NA,2011-04-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2012,1,275.24,NA,2012-01-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2012,1,147.52,147.85,2012-01-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2012,1,171.43,172.64,2012-01-01,0.16766993574568814,16.766993574568815
non-metro,all-transactions,quarterly,State,Alabama,AL,2012,1,173.62,NA,2012-01-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2012,2,273.38,NA,2012-02-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2012,2,146.43,145.67,2012-02-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2012,2,178.02,176.3,2012-02-01,0.2102697878767078,21.02697878767078
non-metro,all-transactions,quarterly,State,Alabama,AL,2012,2,172.18,NA,2012-02-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2012,3,275.23,NA,2012-03-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2012,3,147.7,146.67,2012-03-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2012,3,174.96,172.31,2012-03-01,0.17481420876798265,17.481420876798264
non-metro,all-transactions,quarterly,State,Alabama,AL,2012,3,172.9,NA,2012-03-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2012,4,275.67,NA,2012-04-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2012,4,149.77,149.28,2012-04-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2012,4,175.56,176.31,2012-04-01,0.18106913183279744,18.106913183279744
non-metro,all-transactions,quarterly,State,Alabama,AL,2012,4,173.36,NA,2012-04-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2013,1,272.93,NA,2013-01-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2013,1,149.85,149.95,2013-01-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2013,1,176.02,177.19,2013-01-01,0.18166055351783936,18.166055351783935
non-metro,all-transactions,quarterly,State,Alabama,AL,2013,1,172.54,NA,2013-01-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2013,2,273.58,NA,2013-02-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2013,2,150.85,150.09,2013-02-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2013,2,181.05,179.16,2013-02-01,0.19368378972616426,19.368378972616426
non-metro,all-transactions,quarterly,State,Alabama,AL,2013,2,173.31,NA,2013-02-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2013,3,273.03,NA,2013-03-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2013,3,152.76,151.73,2013-03-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2013,3,182.57,179.96,2013-03-01,0.18605417517959547,18.60541751795955
non-metro,all-transactions,quarterly,State,Alabama,AL,2013,3,171.7,NA,2013-03-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2013,4,271.93,NA,2013-04-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2013,4,151.59,151.24,2013-04-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2013,4,179.77,180.58,2013-04-01,0.19399629727585296,19.399629727585296
non-metro,all-transactions,quarterly,State,Alabama,AL,2013,4,171.34,NA,2013-04-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2014,1,273.63,NA,2014-01-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2014,1,153.38,153.33,2014-01-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2014,1,181.05,182.17,2014-01-01,0.18809104545750976,18.809104545750976
non-metro,all-transactions,quarterly,State,Alabama,AL,2014,1,170.14,NA,2014-01-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2014,2,274.25,NA,2014-02-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2014,2,154.48,153.69,2014-02-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2014,2,183.46,181.4,2014-02-01,0.18029800247250966,18.029800247250964
non-metro,all-transactions,quarterly,State,Alabama,AL,2014,2,170.69,NA,2014-02-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2014,3,277.25,NA,2014-03-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2014,3,156.17,155.09,2014-03-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2014,3,185.37,182.94,2014-03-01,0.17957315107357014,17.957315107357015
non-metro,all-transactions,quarterly,State,Alabama,AL,2014,3,173.13,NA,2014-03-01,NA,NA
traditional,all-transactions,quarterly,State,Alabama,AL,2014,4,278.62,NA,2014-04-01,NA,NA
traditional,expanded-data,quarterly,State,Alabama,AL,2014,4,156.87,156.66,2014-04-01,NA,NA
traditional,purchase-only,quarterly,State,Alabama,AL,2014,4,184.37,185.21,2014-04-01,0.18224179752329894,18.224179752329896
non-metro,all-transactions,quarterly,State,Alabama,AL,2014,4,174.11,NA,2014-04-01,NA,NA
traditional,all-transactions,quarterly,State,Alaska,AK,2005,1,235.35,NA,2005-01-01,NA,NA
traditional,expanded-data,quarterly,State,Alaska,AK,2005,1,196.87,199.34,2005-01-01,NA,NA
traditional,purchase-only,quarterly,State,Alaska,AK,2005,1,191.56,192.92,2005-01-01,-0.03220628072639719,-3.2206280726397187
non-metro,all-transactions,quarterly,State,Alaska,AK,2005,1,146.77,NA,2005-01-01,NA,NA
traditional,all-transactions,quarterly,State,Alaska,AK,2005,2,243.97,NA,2005-02-01,NA,NA
traditional,expanded-data,quarterly,State,Alaska,AK,2005,2,203.41,202.31,2005-02-01,NA,NA
traditional,purchase-only,quarterly,State,Alaska,AK,2005,2,199.4,197.38,2005-02-01,-0.024368543324600894,-2.4368543324600895
non-metro,all-transactions,quarterly,State,Alaska,AK,2005,2,152.1,NA,2005-02-01,NA,NA
traditional,all-transactions,quarterly,State,Alaska,AK,2005,3,253.29,NA,2005-03-01,NA,NA
traditional,expanded-data,quarterly,State,Alaska,AK,2005,3,210.85,209.48,2005-03-01,NA,NA
traditional,purchase-only,quarterly,State,Alaska,AK,2005,3,207.16,204.99,2005-03-01,-0.02143402711476027,-2.143402711476027
non-metro,all-transactions,quarterly,State,Alaska,AK,2005,3,158.6,NA,2005-03-01,NA,NA
traditional,all-transactions,quarterly,State,Alaska,AK,2005,4,260.45,NA,2005-04-01,NA,NA
traditional,expanded-data,quarterly,State,Alaska,AK,2005,4,213.53,213.82,2005-04-01,NA,NA
traditional,purchase-only,quarterly,State,Alaska,AK,2005,4,207.36,207.76,2005-04-01,-0.02834159573473016,-2.834159573473016
non-metro,all-transactions,quarterly,State,Alaska,AK,2005,4,163.37,NA,2005-04-01,NA,NA
traditional,all-transactions,quarterly,State,Alaska,AK,2006,1,265.05,NA,2006-01-01,NA,NA
